cylinders,displacement,hp,weight_lbs,acceleration,year,Weight_kg,mpg_category,Vehicle_age,origin_europe,origin_japan,origin_usa,miles_per_gallon
4.0,91.0,69.0,2130.0,14.7,1979,966.1509599999999,High,47,True,False,False,37.3
4.0,151.0,90.0,2670.0,16.0,1979,1211.09064,Medium,47,False,False,True,28.4
6.0,173.0,115.0,2595.0,11.3,1979,1177.07124,Medium,47,False,False,True,28.8
6.0,173.0,115.0,2700.0,12.9,1979,1224.6984,Medium,47,False,False,True,26.8
4.0,151.0,90.0,2556.0,13.2,1979,1159.381152,High,47,False,False,True,33.5
4.0,98.0,76.0,2144.0,14.7,1980,972.501248,High,46,True,False,False,41.5
4.0,89.0,60.0,1968.0,18.8,1980,892.669056,High,46,False,True,False,38.1
4.0,98.0,70.0,2120.0,15.5,1980,961.61504,High,46,False,False,True,32.1
4.0,86.0,65.0,2019.0,16.4,1980,915.802248,High,46,False,True,False,37.2
4.0,151.0,90.0,2678.0,16.5,1980,1214.719376,Medium,46,False,False,True,28.0
4.0,140.0,88.0,2870.0,18.1,1980,1301.80904,Medium,46,False,False,True,26.4
4.0,151.0,90.0,3003.0,20.1,1980,1362.136776,Medium,46,False,False,True,24.3
6.0,225.0,90.0,3381.0,18.7,1980,1533.594552,Low,46,False,False,True,19.1
4.0,97.0,78.0,2188.0,15.8,1980,992.459296,High,46,True,False,False,34.3
4.0,134.0,90.0,2711.0,15.5,1980,1229.687912,Medium,46,False,True,False,29.8
4.0,120.0,75.0,2542.0,17.5,1980,1153.030864,High,46,False,True,False,31.3
4.0,119.0,92.0,2434.0,15.0,1980,1104.042928,High,46,False,True,False,37.0
4.0,108.0,75.0,2265.0,15.2,1980,1027.38588,High,46,False,True,False,32.2
4.0,86.0,65.0,2110.0,17.9,1980,957.07912,High,46,False,True,False,46.6
4.0,156.0,105.0,2800.0,14.4,1980,1270.0576,Medium,46,False,False,True,27.9
4.0,85.0,65.0,2110.0,19.2,1980,957.07912,High,46,False,True,False,40.8
4.0,90.0,48.0,2085.0,21.7,1980,945.73932,High,46,True,False,False,44.3
4.0,90.0,48.0,2335.0,23.7,1980,1059.13732,High,46,True,False,False,43.4
5.0,121.0,67.0,2950.0,19.9,1980,1338.0964,High,46,True,False,False,36.4
4.0,146.0,67.0,3250.0,21.8,1980,1474.174,High,46,True,False,False,30.0
4.0,91.0,67.0,1850.0,13.8,1980,839.1452,High,46,False,True,False,44.6
4.0,85.0,104.3160621761658,1835.0,17.3,1980,832.34132,High,46,True,False,False,40.9
4.0,97.0,67.0,2145.0,18.0,1980,972.95484,High,46,False,True,False,33.8
4.0,89.0,62.0,1845.0,15.3,1980,836.87724,Medium,46,True,False,False,29.8
6.0,168.0,132.0,2910.0,11.4,1980,1319.95272,High,46,False,True,False,32.7
3.0,70.0,100.0,2420.0,12.5,1980,1097.69264,Medium,46,False,True,False,23.7
4.0,122.0,88.0,2500.0,15.1,1980,1133.98,High,46,True,False,False,35.0
4.0,140.0,104.3160621761658,2905.0,14.3,1980,1317.68476,Medium,46,False,False,True,23.6
4.0,107.0,72.0,2290.0,17.0,1980,1038.72568,High,46,False,True,False,32.4
4.0,135.0,84.0,2490.0,15.7,1981,1129.44408,Medium,45,False,False,True,27.2
4.0,151.0,84.0,2635.0,16.4,1981,1195.21492,Medium,45,False,False,True,26.6
4.0,156.0,92.0,2620.0,14.4,1981,1188.41104,Medium,45,False,False,True,25.8
6.0,173.0,110.0,2725.0,12.6,1981,1236.0382,Medium,45,False,False,True,23.5
4.0,135.0,84.0,2385.0,12.9,1981,1081.81692,High,45,False,False,True,30.0
4.0,79.0,58.0,1755.0,16.9,1981,796.05396,High,45,False,True,False,39.1
4.0,86.0,64.0,1875.0,16.4,1981,850.485,High,45,False,False,True,39.0
4.0,81.0,60.0,1760.0,16.1,1981,798.32192,High,45,False,True,False,35.1
4.0,97.0,67.0,2065.0,17.8,1981,936.66748,High,45,False,True,False,32.3
4.0,85.0,65.0,1975.0,19.4,1981,895.8442,High,45,False,True,False,37.0
4.0,89.0,62.0,2050.0,17.3,1981,929.8636,High,45,False,True,False,37.7
4.0,91.0,68.0,1985.0,16.0,1981,900.38012,High,45,False,True,False,34.1
4.0,105.0,63.0,2215.0,14.9,1981,1004.70628,High,45,False,False,True,34.7
4.0,98.0,65.0,2045.0,16.2,1981,927.59564,High,45,False,False,True,34.4
4.0,98.0,65.0,2380.0,20.7,1981,1079.54896,Medium,45,False,False,True,29.9
4.0,105.0,74.0,2190.0,14.2,1981,993.36648,High,45,True,False,False,33.0
4.0,100.0,104.3160621761658,2320.0,15.8,1981,1052.3334399999999,High,45,True,False,False,34.5
4.0,107.0,75.0,2210.0,14.4,1981,1002.43832,High,45,False,True,False,33.7
4.0,108.0,75.0,2350.0,16.8,1981,1065.9412,High,45,False,True,False,32.4
4.0,119.0,100.0,2615.0,14.8,1981,1186.14308,High,45,False,True,False,32.9
4.0,120.0,74.0,2635.0,18.3,1981,1195.21492,High,45,False,True,False,31.6
4.0,141.0,80.0,3230.0,20.4,1981,1465.10216,Medium,45,True,False,False,28.1
6.0,145.0,76.0,3160.0,19.6,1981,1433.35072,High,45,True,False,False,30.7
6.0,168.0,116.0,2900.0,12.6,1981,1315.4168,Medium,45,False,True,False,25.4
6.0,146.0,120.0,2930.0,13.8,1981,1329.02456,Medium,45,False,True,False,24.2
6.0,231.0,110.0,3415.0,15.8,1981,1549.01668,Medium,45,False,False,True,22.4
8.0,350.0,105.0,3725.0,19.0,1981,1689.6302,Medium,45,False,False,True,26.6
6.0,200.0,88.0,3060.0,17.1,1981,1387.99152,Medium,45,False,False,True,20.2
6.0,225.0,85.0,3465.0,16.6,1981,1571.69628,Low,45,False,False,True,17.6
4.0,112.0,88.0,2605.0,19.6,1982,1181.60716,Medium,44,False,False,True,28.0
4.0,112.0,88.0,2640.0,18.6,1982,1197.48288,Medium,44,False,False,True,27.0
4.0,112.0,88.0,2395.0,18.0,1982,1086.35284,High,44,False,False,True,34.0
4.0,112.0,85.0,2575.0,16.2,1982,1167.9994,High,44,False,False,True,31.0
4.0,135.0,84.0,2525.0,16.0,1982,1145.3198,Medium,44,False,False,True,29.0
4.0,151.0,90.0,2735.0,18.0,1982,1240.57412,Medium,44,False,False,True,27.0
4.0,140.0,92.0,2865.0,16.4,1982,1299.54108,Medium,44,False,False,True,24.0
4.0,151.0,104.3160621761658,3035.0,20.5,1982,1376.65172,Medium,44,False,False,True,23.0
4.0,105.0,74.0,1980.0,15.3,1982,898.11216,High,44,True,False,False,36.0
4.0,91.0,68.0,2025.0,18.2,1982,918.5237999999999,High,44,False,True,False,37.0
4.0,91.0,68.0,1970.0,17.6,1982,893.57624,High,44,False,True,False,31.0
4.0,105.0,63.0,2125.0,14.7,1982,963.883,High,44,False,False,True,38.0
4.0,98.0,70.0,2125.0,17.3,1982,963.883,High,44,False,False,True,36.0
4.0,120.0,88.0,2160.0,14.5,1982,979.75872,High,44,False,True,False,36.0
4.0,107.0,75.0,2205.0,14.5,1982,1000.17036,High,44,False,True,False,36.0
4.0,108.0,70.0,2245.0,16.9,1982,1018.31404,High,44,False,True,False,34.0
4.0,91.0,67.0,1965.0,15.0,1982,891.30828,High,44,False,True,False,38.0
4.0,91.0,67.0,1965.0,15.7,1982,891.30828,High,44,False,True,False,32.0
4.0,91.0,67.0,1995.0,16.2,1982,904.91604,High,44,False,True,False,38.0
6.0,181.0,110.0,2945.0,16.4,1982,1335.82844,Medium,44,False,False,True,25.0
6.0,262.0,85.0,3015.0,17.0,1982,1367.57988,High,44,False,False,True,38.0
4.0,156.0,92.0,2585.0,14.5,1982,1172.53532,Medium,44,False,False,True,26.0
6.0,232.0,112.0,2835.0,14.7,1982,1285.93332,Medium,44,False,False,True,22.0
4.0,144.0,96.0,2665.0,13.9,1982,1208.82268,High,44,False,True,False,32.0
4.0,135.0,84.0,2370.0,13.0,1982,1075.01304,High,44,False,False,True,36.0
4.0,151.0,90.0,2950.0,17.3,1982,1338.0964,Medium,44,False,False,True,27.0
4.0,140.0,86.0,2790.0,15.6,1982,1265.52168,Medium,44,False,False,True,27.0
4.0,97.0,52.0,2130.0,24.6,1982,966.1509599999999,High,44,True,False,False,44.0
4.0,135.0,84.0,2295.0,11.6,1982,1040.99364,High,44,False,False,True,32.0
4.0,120.0,79.0,2625.0,18.6,1982,1190.679,Medium,44,False,False,True,28.0
4.0,119.0,82.0,2720.0,19.4,1982,1233.77024,High,44,False,False,True,31.0
